"venue_name","complex_name"
"Court 1","Tampereen Tenniskeskus Oy"
"Court 5","Tampereen Tenniskeskus Oy"
"Court 4","Tampereen Tenniskeskus Oy"
"Court 7","Tampereen Tenniskeskus Oy"
"Court 3","Tampereen Tenniskeskus Oy"
"Centrale","Circolo Tennis Maggioni"
"Campo 2","Circolo Tennis Maggioni"
"Campo 3","Circolo Tennis Maggioni"
"Court 4","Winnipeg Lawn Tennis Club"
"Court 6","Winnipeg Lawn Tennis Club"
"Court 8","Winnipeg Lawn Tennis Club"
"Court 9","Winnipeg Lawn Tennis Club"
"Court 10","Winnipeg Lawn Tennis Club"
"Court 11","Winnipeg Lawn Tennis Club"
"Court 2","Winnipeg Lawn Tennis Club"
"Court 3","Winnipeg Lawn Tennis Club"
"Court 1","Winnipeg Lawn Tennis Club"
"Centre Court","Tennisclub Zug"
"Court 1","Tennisclub Zug"
"Court 2","Tennisclub Zug"
"Jego Court 1","Tennisclub Zug"
"Tramondo Court 2","Tennisclub Zug"
"Topcar Court 2","Tennisclub Zug"
"Stadium 1","Hilary J. Boone Tennis Center"
"Court 6","Hilary J. Boone Tennis Center"
"Indoor 1","Hilary J. Boone Tennis Center"
"Indoor 2","Hilary J. Boone Tennis Center"
"Indoor 4","Hilary J. Boone Tennis Center"
"Indoor 11","Hilary J. Boone Tennis Center"
"Indoor 9","Hilary J. Boone Tennis Center"
"Center Court","Hilary J. Boone Tennis Center"
"Court 1","Hilary J. Boone Tennis Center"
"Court 2","Hilary J. Boone Tennis Center"
"Court 3","Hilary J. Boone Tennis Center"
"Court 7","Hilary J. Boone Tennis Center"
"Stadium 6","Baza Sportiva Ciric"
"Cancha Central","Jockey Club del Peru"
"Cancha 5","Jockey Club del Peru"
"Estadio","Jockey Club del Peru"
"Cancha 6","Jockey Club del Peru"
"Cancha 7","Jockey Club del Peru"
"Cancha 1","Jockey Club del Peru"
"Cancha 2","Jockey Club del Peru"
"Cancha 8","Jockey Club del Peru"
"Cancha 4","Jockey Club del Peru"
"Center Court","Jockey Club del Peru"
"Cancha 3","Jockey Club del Peru"
"Cancha 11","Jockey Club del Peru"
"Cancha 10","Jockey Club del Peru"
"Cancha 9","Jockey Club del Peru"
"Cancha 13","Jockey Club del Peru"
"Court 2","Hollyburn Country Club"
"Court 1","Hollyburn Country Club"
"Centre Court","Hollyburn Country Club"
"Polygon Court","Hollyburn Country Club"
"Court 6","Akademia Tenisowa Tenis Kozerki"
"Court 7","Akademia Tenisowa Tenis Kozerki"
"Court 8","Akademia Tenisowa Tenis Kozerki"
"Court 9","Akademia Tenisowa Tenis Kozerki"
"GKS Pogon Stadium","Akademia Tenisowa Tenis Kozerki"
"Center Court","Akademia Tenisowa Tenis Kozerki"
"Court 12","Akademia Tenisowa Tenis Kozerki"
"Court 13","Akademia Tenisowa Tenis Kozerki"
"Court 14","Akademia Tenisowa Tenis Kozerki"
"Court Central","Tennis St-Luc - Les Loisirs De Granby"
"Court 3","Tennis St-Luc - Les Loisirs De Granby"
"Court 4","Tennis St-Luc - Les Loisirs De Granby"
"Court 1","Tennis St-Luc - Les Loisirs De Granby"
"Court 7","Tennis St-Luc - Les Loisirs De Granby"
"Court 8","Tennis St-Luc - Les Loisirs De Granby"
"Indoor Court 1","Tennis St-Luc - Les Loisirs De Granby"
"Indoor Court 3","Tennis St-Luc - Les Loisirs De Granby"
"Indoor 4","Tennis St-Luc - Les Loisirs De Granby"
"Indoor 2","Tennis St-Luc - Les Loisirs De Granby"
"Centre Court","TK Spoje Praha"
"Court 5","TK Spoje Praha"
"Court 7","TK Spoje Praha"
"Court 8","TK Spoje Praha"
"Court 4","Nacionalni Trening Centar Teniskog"
"Central Court","Nacionalni Trening Centar Teniskog"
"Grandstand","Nacionalni Trening Centar Teniskog"
"Court 1","Nacionalni Trening Centar Teniskog"
"Court 2","Nacionalni Trening Centar Teniskog"
"Center Court","A.S.D. Tennis Club Como"
"Court 1","A.S.D. Tennis Club Como"
"Court 2","A.S.D. Tennis Club Como"
"Court 5","A.S.D. Tennis Club Como"
"Indoor 1","A.S.D. Tennis Club Como"
"Indoor 2","A.S.D. Tennis Club Como"
"TC Giussano Indoors 3","A.S.D. Tennis Club Como"
"TC Giussano Indoors 4","A.S.D. Tennis Club Como"
"TC Giussano Indoors 5","A.S.D. Tennis Club Como"
"Court 3","A.S.D. Tennis Club Como"
"Indoor 4","A.S.D. Tennis Club Como"
"Indoor 5","A.S.D. Tennis Club Como"
"Pista 4","Rafa Nadal Academy"
"Pista 1","Rafa Nadal Academy"
"Pista 2","Rafa Nadal Academy"
"Pista 3","Rafa Nadal Academy"
"Court 1","Rafa Nadal Academy"
"Court 2","Rafa Nadal Academy"
"Court 3","Rafa Nadal Academy"
"Grandstand","Rafa Nadal Academy"
"Court Central","Rafa Nadal Academy"
"Center Court","Rafa Nadal Academy"
"Court 17","Stade Toulousain Tennis Club"
"Court 16","Stade Toulousain Tennis Club"
"Court Central","Stade Toulousain Tennis Club"
"Centre Court","Stade Toulousain Tennis Club"
"Court 1","Stade Toulousain Tennis Club"
"Court 2","Stade Toulousain Tennis Club"
"Court 3","Stade Toulousain Tennis Club"
"Court 4","Stade Toulousain Tennis Club"
"Lapietra Center Court","Circolo Tennis Bari"
"Ferrovie Del Sud Est Court","Circolo Tennis Bari"
"Court 2 Coop","Circolo Tennis Bari"
"Court Maldarizzi","Circolo Tennis Bari"
"Crt 2 - Tato Paride","Circolo Tennis Bari"
"Crt 1 - San Marzano","Circolo Tennis Bari"
"Court 9","SEB Arena"
"Court 6","SEB Arena"
"Court 2","SEB Arena"
"Court 1","SEB Arena"
"Court 4","SEB Arena"
"Court 7","SEB Arena"
"Court 3","SEB Arena"
"Court 5","SEB Arena"
"Sportima Arena","SEB Arena"
"Court 12","SEB Arena"
"Court 17","SEB Arena"
"Centre Court","SEB Arena"
"Indoor 2","Taipei Tennis Center"
"Indoor 1","Taipei Tennis Center"
"Indoor 11","Taipei Tennis Center"
"Indoor 13","Taipei Tennis Center"
"Indoor 12","Taipei Tennis Center"
"Indoor 14","Taipei Tennis Center"
"Center Court","Taipei Tennis Center"
"Show Court","Taipei Tennis Center"
"Court 1","Taipei Tennis Center"
"Indoor Court","Taipei Tennis Center"
"Court 2","Taipei Tennis Center"
"Court 6","National Tennis Centre"
"Center Court","National Tennis Centre"
"Court 3","National Tennis Centre"
"Center Court","Ohio State University"
"Court 1","Ohio State University"
"Court 2","Ohio State University"
"Court 3","Ohio State University"
"Court 4","Ohio State University"
"Court 4","Sport Social Club"
"Court 2","Sport Social Club"
"Cancha 9","Sport Social Club"
"Court 3","Sport Social Club"
"Cancha 8","Sport Social Club"
"Cancha 10","Sport Social Club"
"Court 1","Sport Social Club"
"Cancha 11","Sport Social Club"
"Cancha 7","Sport Social Club"
"Cancha Central","Sport Social Club"
"Cancha 5","Sport Social Club"
"Cancha 2","Sport Social Club"
"Cancha 6","Sport Social Club"
"Cancha 3","Sport Social Club"
"Cancha 1","Sport Social Club"
"Cancha 4","Sport Social Club"
"Court Central","Sport Social Club"
"Court 1","Tel Aviv International Convention Center"
"Centre Court","Tel Aviv International Convention Center"
"Court Central","Skanes Family Hotel Monastir"
"Court 7","Skanes Family Hotel Monastir"
"Court 6","Skanes Family Hotel Monastir"
"Center Court","Skanes Family Hotel Monastir"
"Court 3","Skanes Family Hotel Monastir"
"Court 4","Skanes Family Hotel Monastir"
"Court 5","Skanes Family Hotel Monastir"
"Court 2","Skanes Family Hotel Monastir"
"Court 1","Skanes Family Hotel Monastir"
"Court 8","Skanes Family Hotel Monastir"
"Central Tag Heuer","Tennis Club Saint Tropez"
"Center Court","Tennis Club Saint Tropez"
"Court 1","Tennis Club Saint Tropez"
"Court 2","Tennis Club Saint Tropez"
"Court 3","Tennis Club Saint Tropez"
"Court 5","Tennis Club Saint Tropez"
"Court 6","Tennis Club Saint Tropez"
"Court 1","Spo1 Park"
"Court 3","Spo1 Park"
"Court 5","Spo1 Park"
"Court 2","Spo1 Park"
"Stadium","Spo1 Park"
"Court 4","Spo1 Park"
"Indoor C1","Spo1 Park"
"Indoor C4","Spo1 Park"
"Indoor C6","Spo1 Park"
"Center Court","Spo1 Park"
"Court 1","Hamburger Tennis Verband e.V"
"Court 3","Hamburger Tennis Verband e.V"
"Court 2","Hamburger Tennis Verband e.V"
"Central Court","Tennis Club Ortisei"
"Court 1","Tennis Club Ortisei"
"Center Court","Tennis Club Ortisei"
"Court 2","Tennis Club Ortisei"
"Court 3","Tennis Club Ortisei"
"Cancha 2","Centro Libanes Mexicano de Tampico"
"Cancha 3","Centro Libanes Mexicano de Tampico"
"Estadio","Centro Libanes Mexicano de Tampico"
"Pallazzetto Alzano","Olme Sport"
"Court 1","Olme Sport"
"Court 2","Olme Sport"
"Bergamo","Olme Sport"
"Center Court","Olme Sport"
"Court 16","Ehime Prefectural Sports Complex"
"Court 8","Ehime Prefectural Sports Complex"
"Court 6","Ehime Prefectural Sports Complex"
"Center Court","Ehime Prefectural Sports Complex"
"Court 1","Ehime Prefectural Sports Complex"
"Court 2","Ehime Prefectural Sports Complex"
"Court 3","Ehime Prefectural Sports Complex"
"Court Indoor 12","Ehime Prefectural Sports Complex"
"Court Indoor 11","Ehime Prefectural Sports Complex"
"Court Central","Tennis Interieur Rene Verrier"
"Court 1","Tennis Interieur Rene Verrier"
"Centre Marcel Dionne","Tennis Interieur Rene Verrier"
"Centre Court","Yokkaichi Tennis Center"
"Show Court 1","Yokkaichi Tennis Center"
"Court 7","Yokkaichi Tennis Center"
"Sub- Center","Yokkaichi Tennis Center"
"Court 5","Yokkaichi Tennis Center"
"Indoor Court 10","Yokkaichi Tennis Center"
"Indoor Court 11","Yokkaichi Tennis Center"
"Indoor Court 14","Yokkaichi Tennis Center"
"Indoor Court 15","Yokkaichi Tennis Center"
"Maspalomas Center Court","Conde Jackson Tennis Club Maspalomas"
"EÓ Hotels Court","Conde Jackson Tennis Club Maspalomas"
"Canary Islands Court","Conde Jackson Tennis Club Maspalomas"
"Cancha Diego Schwartzman","Club Nautico Hacoaj"
"Cancha 2","Club Nautico Hacoaj"
"Cancha 3","Club Nautico Hacoaj"
"Club Nautico Hacoaj - Court 08","Club Nautico Hacoaj"
"Club Nautico Hacoaj - Center Court","Club Nautico Hacoaj"
"Court 5","CLUBE CRISTOVAO COLOMBO"
"Court 4","CLUBE CRISTOVAO COLOMBO"
"Court 6","CLUBE CRISTOVAO COLOMBO"
"Quadra 5","CLUBE CRISTOVAO COLOMBO"
"Quadra 4","CLUBE CRISTOVAO COLOMBO"
"Quadra 6","CLUBE CRISTOVAO COLOMBO"
"Quadra Central","CLUBE CRISTOVAO COLOMBO"
"Quadra 3","CLUBE CRISTOVAO COLOMBO"
"Quadra 7","CLUBE CRISTOVAO COLOMBO"
"Quadra 2","CLUBE CRISTOVAO COLOMBO"
"Indoor 1","CLUBE CRISTOVAO COLOMBO"
"Indoor 2","CLUBE CRISTOVAO COLOMBO"
"Indoor 3","CLUBE CRISTOVAO COLOMBO"
"Indoor 4","CLUBE CRISTOVAO COLOMBO"
"Court Central","Complexe Sportif du Blocry"
"Court 1","Complexe Sportif du Blocry"
"Cancha Central","Estadio Espanol Chiguayante"
"Cancha 1","Estadio Espanol Chiguayante"
"Cancha 2","Estadio Espanol Chiguayante"
"Cancha 7","Estadio Espanol Chiguayante"
"Cancha 3","Estadio Espanol Chiguayante"
"Court 1","Complexe Jean Jaures"
"Court Central","Complexe Jean Jaures"
"Court 2","Complexe Jean Jaures"
"Court 4","Complexe Jean Jaures"
"Central","Complexe Jean Jaures"
"Court 5","Complexe Jean Jaures"
"Tourlaville","Complexe Jean Jaures"
"Jean Jaures","Complexe Jean Jaures"
"Center Court","Rome Tennis Center at Berry College"
"Court 1","Rome Tennis Center at Berry College"
"Court 2","Rome Tennis Center at Berry College"
"Court 3","Rome Tennis Center at Berry College"
"Center Court","Circolo Tennis Rovereto"
"Court 1","Circolo Tennis Rovereto"
"Court 2","Circolo Tennis Rovereto"
"Court 3","Circolo Tennis Rovereto"
"Center Court","Yucatan Country Club"
"Cancha 1","Yucatan Country Club"
"Cancha 2","Yucatan Country Club"
"Court 3","Yucatan Country Club"
"Estadio Akron","Yucatan Country Club"
"Court 1","Hurd Tennis Center"
"Court 3","Hurd Tennis Center"
"Court 4","Hurd Tennis Center"
"Court 6","Hurd Tennis Center"
"Court 5","Hurd Tennis Center"
"Court 2","Hurd Tennis Center"
"Court 9","Hurd Tennis Center"
"Court 7","Hurd Tennis Center"
"Court 8","Hurd Tennis Center"
"Center","Hurd Tennis Center"
"Court 12","Hurd Tennis Center"
"Court 11","Hurd Tennis Center"
"Indoor 2","Hurd Tennis Center"
"Indoor 3","Hurd Tennis Center"
"Stadium","Hurd Tennis Center"
"Court R3","Hurd Tennis Center"
"Court R5","Hurd Tennis Center"
"Grandstand","Hurd Tennis Center"
"Hurd Tennis Center - Court 01","Hurd Tennis Center"
"Hurd Tennis Center - Court 02","Hurd Tennis Center"
"Hurd Tennis Center - Court 03","Hurd Tennis Center"
"Hurd Tennis Center - Court 04","Hurd Tennis Center"
"Hurd Tennis Center - Court 05","Hurd Tennis Center"
"Hurd Tennis Center - Court 05","Hurd Tennis Center"
"Court 2","Westwood Country Club"
"Court 1","Westwood Country Club"
"Court 5","Westwood Country Club"
"Court 3","Westwood Country Club"
"Court 6","Westwood Country Club"
"Court 4","Westwood Country Club"
"Stadium","Westwood Country Club"
"Grandstand","Westwood Country Club"
"Court 8","Westwood Country Club"
"Center Court","Westwood Country Club"
"Court 11","Westwood Country Club"
"Court 1","Utilita Arena Birmingham"
"Court 2","Utilita Arena Birmingham"
"Court 3","Utilita Arena Birmingham"
"Court 4","Utilita Arena Birmingham"
"MINORU YONEYAMA CRT","Utilita Arena Birmingham"
"12BET COURT","Utilita Arena Birmingham"
"Pista 1","Club Tennis Els Gorchs"
"Court 6","Club Tennis Els Gorchs"
"Court 2","Club Tennis Els Gorchs"
"Court 8","Club Tennis Els Gorchs"
"Court 7","Club Tennis Els Gorchs"
"Court 5","Club Tennis Els Gorchs"
"Pista Central","Club Tennis Els Gorchs"
"Pista 4","Club Tennis Els Gorchs"
"Pista 3","Club Tennis Els Gorchs"
"Pista Central","Club Tennis Girona"
"Pista 2","Club Tennis Girona"
"Court 14","Club Tennis Girona"
"Court 11","Club Tennis Girona"
"Court 10","Club Tennis Girona"
"Court 12","Club Tennis Girona"
"Court 13","Club Tennis Girona"
"Court 9","Club Tennis Girona"
"Court 8","Club Tennis Girona"
"Pista 5","Club Tennis Girona"
"Court 1","Club Tennis Girona"
"Court 3","Club Tennis Girona"
"Court 6","Club Tennis Girona"
"Pista 4","Club Tennis Girona"
"Court 2","Club Tennis Girona"
"Estadio Mextenis","Club Campestre"
"Grandstand Mifel","Club Campestre"
"Court 1","Club Campestre"
"Court 1","Tenis Centar Firule"
"Court 3","Tenis Centar Firule"
"Court 2","Tenis Centar Firule"
"Court Practice 8","Tenis Centar Firule"
"Indoor Court","Tenis Centar Firule"
"Court 5","Tennis Club Jug"
"Court 6","Tennis Club Jug"
"Court 7","Tennis Club Jug"
"Court 8","Tennis Club Jug"
"Centre Court","Tennis Club Jug"
"Teremeer Court","Tennis Club Rot Weiss Troisdorf E. V."
"Saturn Center Court","Tennis Club Rot Weiss Troisdorf E. V."
"B&B Court","Tennis Club Rot Weiss Troisdorf E. V."
"Court 2","Club de Tennis La Bisbal Centre Esportiu"
"Pista 1","Club de Tennis La Bisbal Centre Esportiu"
"Court 4","Club de Tennis La Bisbal Centre Esportiu"
"Court 3","Club de Tennis La Bisbal Centre Esportiu"
"Center Court","Club de Tennis La Bisbal Centre Esportiu"
"Court 5","Club de Tennis La Bisbal Centre Esportiu"
"Pista Central","Club de Tennis La Bisbal Centre Esportiu"
"Table 1","Salle Omnisport de Rades"
"Table 2","Salle Omnisport de Rades"
"Table 3","Salle Omnisport de Rades"
"Table 4","Salle Omnisport de Rades"
"Center Court","Club La Meridiana"
"Court 4","Club La Meridiana"
"Court 3","Club La Meridiana"
"Center Court","Cranbrook Kingswood Tennis Complex"
"Court 2","Cranbrook Kingswood Tennis Complex"
"Court 3","Cranbrook Kingswood Tennis Complex"
"Stadium","Cranbrook Kingswood Tennis Complex"
"Court 1","Cranbrook Kingswood Tennis Complex"
"Center Court","Nice Lawn Tennis Club"
"Court 1","Nice Lawn Tennis Club"
"Center Court","Complejo Deportivo Pedro Muñoz"
"Court 1","Complejo Deportivo Pedro Muñoz"
"Court 2","Complejo Deportivo Pedro Muñoz"
"Court 3","Complejo Deportivo Pedro Muñoz"
"Court 4","Complejo Deportivo Pedro Muñoz"
"Pedro Munoz","Complejo Deportivo Pedro Muñoz"
"Pista 1","Complejo Deportivo Pedro Muñoz"
"Pista 4","Complejo Deportivo Pedro Muñoz"
"Pista 3","Complejo Deportivo Pedro Muñoz"
"Grandstand","Corredor Turistico SJC-CSL"
"Court 3","Corredor Turistico SJC-CSL"
"STADIUM CSC","Corredor Turistico SJC-CSL"
"Center Court","Corredor Turistico SJC-CSL"
"Court 1","Corredor Turistico SJC-CSL"
"Court 2","Corredor Turistico SJC-CSL"
"Court 4","Corredor Turistico SJC-CSL"
"Estadio Mextenis","Corredor Turistico SJC-CSL"
"Court 6","Stanford Taube Tennis Center"
"Center Court","Stanford Taube Tennis Center"
"Court 1","Stanford Taube Tennis Center"
"Court 2","Stanford Taube Tennis Center"
"Court 3","Stanford Taube Tennis Center"
"Court 4","Stanford Taube Tennis Center"
"Stadium","National Bank Tennis Hub @ West St Paul"
"Center Court","National Bank Tennis Hub @ West St Paul"
"Court 1","National Bank Tennis Hub @ West St Paul"
"Court 2","National Bank Tennis Hub @ West St Paul"
"Court 4","National Bank Tennis Hub @ West St Paul"
"Court 3","National Bank Tennis Hub @ West St Paul"
"Center Court","Parque Distrital de Raquetas"
"Court 1","Parque Distrital de Raquetas"
"Court 2","Parque Distrital de Raquetas"
"Court 3","Parque Distrital de Raquetas"
"Court 4","Parque Distrital de Raquetas"
"AO Arena","AO Arena"
"Central Court","Academy Zhangjiagang"
"Court 5","Academy Zhangjiagang"
"Court 6","Academy Zhangjiagang"
"Court 7","Academy Zhangjiagang"
"Court Indoor 11","Academy Zhangjiagang"
"Court Indoor 10","Academy Zhangjiagang"
"Indoor 12","Academy Zhangjiagang"
"Court 6","Wuxi International Tennis Center"
"Court Indoor 9","Academy Zhangjiagang"
"Court 1","Tivoli Tennis Center"
"Court 3","Tivoli Tennis Center"
"Court Mima Jausovec","Tivoli Tennis Center"
"Court 8","Tivoli Tennis Center"
"Court 7","Tivoli Tennis Center"
"Center Court","Guangzhou Nansha International Tennis Center"
"Court 1","Guangzhou Nansha International Tennis Center"
"Court 2","Guangzhou Nansha International Tennis Center"
"Court 3","Guangzhou Nansha International Tennis Center"
"Court 5","Guangzhou Nansha International Tennis Center"
"Indoor 9","Guangzhou Nansha International Tennis Center"
"Indoor 10","Guangzhou Nansha International Tennis Center"
"Indoor 11","Guangzhou Nansha International Tennis Center"
"Court 6","Guangzhou Nansha International Tennis Center"
"Indoor Court","Guangzhou Nansha International Tennis Center"
"Court 7","Country Club Las Palmas"
"Court 9","Country Club Las Palmas"
"Center Court","Country Club Las Palmas"
"Court 1","Country Club Las Palmas"
"Court 2","Country Club Las Palmas"
"Court 3","Country Club Las Palmas"
"Cancha Central","Country Club Las Palmas"
"Cancha 1","Country Club Las Palmas"
"Cancha 2","Country Club Las Palmas"
"Court 3","Korty Mosrir"
"Court 2","Korty Mosrir"
"Court 1","Korty Mosrir"
"Center Court","Korty Mosrir"
"Cancha 7","Autoclub Antofagasta"
"Cancha 8","Autoclub Antofagasta"
"Cancha Central","Autoclub Antofagasta"
"Court 1","Autoclub Antofagasta"
"Court 2","Autoclub Antofagasta"
"Court 3","Autoclub Antofagasta"
"Center Court","Sportaktivpark Bad Waltersdorf"
"Court 1","Sportaktivpark Bad Waltersdorf"
"Court 2","Sportaktivpark Bad Waltersdorf"
"Court 3","Sportaktivpark Bad Waltersdorf"
"Center Court","Ty Tucker Tennis Center"
"Court 1","Ty Tucker Tennis Center"
"Court 2","Ty Tucker Tennis Center"
"Court 3","Ty Tucker Tennis Center"
"Center Court","National Tennis Center (Beeline Arena)"
"Court 1","National Tennis Center (Beeline Arena)"
"Court 2","National Tennis Center (Beeline Arena)"
"Court 3","National Tennis Center (Beeline Arena)"
"Court 4","National Tennis Center (Beeline Arena)"
"Cancha 3","Club Compensar Sede 220"
"Cancha Central","Club Compensar Sede 220"
"Cancha 1","Club Compensar Sede 220"
"Cancha 2","Club Compensar Sede 220"
"Center Court","Club Compensar Sede 220"
"Court 1","Club Compensar Sede 220"
"Court 2","Club Compensar Sede 220"
"Court 3","Club Compensar Sede 220"
"Court 2","Arena Co'Met"
"Court 3","Arena Co'Met"
"Central Arena","Arena Co'Met"
"St Cyr En Val No.2","Arena Co'Met"
"Centre Court of ATP Playford, Australia","Playford Tennis Centre"
"Court 1","Playford Tennis Centre"
"Court 2","Playford Tennis Centre"
"Pedro Amadeu","Graciosa Country Club"
"Indoor 2","Graciosa Country Club"
"Indoor 1","Graciosa Country Club"
"Quadra 1","Graciosa Country Club"
"Quadra Central 4","Graciosa Country Club"
"Indoor 11","Graciosa Country Club"
"Indoor 12","Graciosa Country Club"
"Stadium 2","Ciudad Deportiva de Tampico"
"Stadium 3","Ciudad Deportiva de Tampico"
"Stadium 1","Ciudad Deportiva de Tampico"
"Huafa Center Court","Hengqin Tennis Center"
"Estadio Paradisus","Estadio Paradisus Cancun Quintana Roo"
"Center Court","Arena Sofia"
"Court 1","Arena Sofia"
"Court 2","Arena Sofia"
"Court 3","Arena Sofia"
"Court 4","Good To Great Tennis Academy"
"Court 2","Good To Great Tennis Academy"
"Court 5","Good To Great Tennis Academy"
"Court 1","Good To Great Tennis Academy"
"Central Court","Miki Disaster Management Park"
"Court B","Miki Disaster Management Park"
"Court C","Miki Disaster Management Park"
"Court 5","Hacienda Chicureo"
"Centre Court","Hacienda Chicureo"
"Court 1","Hacienda Chicureo"
"Court 2","Hacienda Chicureo"
"Grandstand","Hacienda Chicureo"
"Quadra 9","Arena BRB"
"Quadra 3","Arena BRB"
"Quadra 4","Arena BRB"
"Center Court","Jurerê Sports Center"
"Court 1","Jurerê Sports Center"
"Court 2","Jurerê Sports Center"
"Quadra Central","Jurerê Sports Center"
"Quadra 1","Jurerê Sports Center"
"Quadra 2","Jurerê Sports Center"
"Quadra 3","Jurerê Sports Center"
"Indoor Court","Jurerê Sports Center"
"Platz 1","Bezirksstützpunkt Biberach"
"Platz 2","Bezirksstützpunkt Biberach"
"Platz 3","Bezirksstützpunkt Biberach"
"Platz 4","Bezirksstützpunkt Biberach"
"Kurt 1","Hala Ricany"
"Kurt 2","Hala Ricany"
"Match Court","Vitality Slezsko"
"Cancha Central","Jockey Club de Rosario"
"Cancha 1","Jockey Club de Rosario"
"Cancha 2","Jockey Club de Rosario"
"Centre Court","Design Center Linz"
"Match Court 1","Design Center Linz"
"Indoor 1","Guangzhou Development District International Tennis School"
"Court 1","Guangzhou Development District International Tennis School"
"Court 5","Guangzhou Development District International Tennis School"
"Court 6","Guangzhou Development District International Tennis School"
"Center Court","Delhi Lawn Tennis Association"
"Court 1","Delhi Lawn Tennis Association"
"Court 2","Delhi Lawn Tennis Association"
"Central Court","Emilio Sanchez Academy"
"Court 1","Emilio Sanchez Academy"
"Court 2","Emilio Sanchez Academy"
"Center Court","Tiriac Stadium"
"Cancha 2","Tucumán Lawn Tennis Club"
"Cancha 1","Tucumán Lawn Tennis Club"
"Cancha Central","Tucumán Lawn Tennis Club"
"Cancha 7","Tucumán Lawn Tennis Club"
"Cancha 9","Tucumán Lawn Tennis Club"
"Cancha 2 (Acapulco, MEXICO)","Arena GNP Seguros"
"Cancha 3 (Acapulco, MEXICO)","Arena GNP Seguros"
"Cancha 1 (Acapulco, MEXICO)","Arena GNP Seguros"
"Grandstand (Acapulco, MEXICO)","Arena GNP Seguros"
"Estadio Arena GNP Seguros (Acapulco, MEXICO)","Arena GNP Seguros"
"Center Court","Club Tennis Lleida"
"Court 1","Club Tennis Lleida"
"Court 2","Club Tennis Lleida"
"Huafa Center Court","Wuxi International Tennis Center"
"Court 1","Wuxi International Tennis Center"
"Court 2","Wuxi International Tennis Center"
"Court 3","Wuxi International Tennis Center"
"Court 4","Wuxi International Tennis Center"
"Court 5","Wuxi International Tennis Center"
"Indoor 1","Wuxi International Tennis Center"
"Indoor 2","Wuxi International Tennis Center"
"Center Court","Wuxi International Tennis Center"
"Quadra Central","Tênis Clube de Santos"
"Quadra De Lisonda","Tênis Clube de Santos"
"Quadra Coberta","Tênis Clube de Santos"
"Quadra 1","Tênis Clube de Santos"
"Quadra 2","Tênis Clube de Santos"
"Quadra 3","Tênis Clube de Santos"
"Quadra 4","Tênis Clube de Santos"
"Quadra 5","Tênis Clube de Santos"
"Quadra 6","Tênis Clube de Santos"
"Indoor 1","Tênis Clube de Santos"
"Court 1","Complexo Desportivo do Jamor"
"Court 5","Complexo Desportivo do Jamor"
"Court 4","Complexo Desportivo do Jamor"
"Court Central","Complexo Desportivo do Jamor"
"Court 3","Complexo Desportivo do Jamor"
"Court 2","Complexo Desportivo do Jamor"
"Court 6","Complexo Desportivo do Jamor"
"Court 8","Complexo Desportivo do Jamor"
"Court 15","Complexo Desportivo do Jamor"
"Court 14","Complexo Desportivo do Jamor"
"Court 16","Complexo Desportivo do Jamor"
"Court 17","Complexo Desportivo do Jamor"
"Court 10","Complexo Desportivo do Jamor"
"Court 1","Kachreti Golf Resort"
"Center Court","Kachreti Golf Resort"
"Court 3","Kachreti Golf Resort"
"Court 2","Kachreti Golf Resort"
"Center Court","Sports Center Salata"
"Court 1","Sports Center Salata"
"Indoor 3","Sports Center Salata"
"Indoor 2","Sports Center Salata"
"Indoor 1","Sports Center Salata"
"Court 4","Sports Center Salata"
"Court 5","Sports Center Salata"
"Court 2","Sports Center Salata"
"Court 3","Sports Center Salata"
"Court 6","Sports Center Salata"
"Court 8","Sports Center Salata"
"Court 3","Baza Sportiva Olimpia"
"Court 2","Baza Sportiva Olimpia"
"Court 1","Baza Sportiva Olimpia"
"Center Court","Baza Sportiva Olimpia"
"Court 4","Baza Sportiva Olimpia"
"Center Court","Sporting Club Verona"
"Court 1","Sporting Club Verona"
"Court 2","Sporting Club Verona"
"Court 3","Sporting Club Verona"
"Campo 4","Sporting Club Verona"
"Volvo Arena","Sporting Club Verona"
"Campo 1","Sporting Club Verona"
"Grandstand","Sporting Club Verona"
"Centre Court","Victoria Park Tennis Stadium"
"Court 1","Victoria Park Tennis Stadium"
"Court 2","Victoria Park Tennis Stadium"
"Center Court","Bonn Tennis and Hockey Club"
"Court 1","Bonn Tennis and Hockey Club"
"Court 3","Bonn Tennis and Hockey Club"
"Court 2","Bonn Tennis and Hockey Club"
"Center Court","Sid And Hazel Dillon Tennis Center"
"Court 11","Sid And Hazel Dillon Tennis Center"
"Court 1","Sid And Hazel Dillon Tennis Center"
"Court 3","Sid And Hazel Dillon Tennis Center"
"Court 5","Sid And Hazel Dillon Tennis Center"
"Sid and Hazel Dillon Tennis Center - Court 02","Sid And Hazel Dillon Tennis Center"
"Sid and Hazel Dillon Tennis Center - Court 04","Sid And Hazel Dillon Tennis Center"
"Sid and Hazel Dillon Tennis Center - Court 06","Sid And Hazel Dillon Tennis Center"
"Court 1","Tennis Club Izida"
"Center Court","Tennis Club Izida"
"Court 2","Tennis Club Izida"
"Court 3","Tennis Club Izida"
"Omega Sport - Court 01","Omega Sport Center"
"Omega Sport - Court 02","Omega Sport Center"
"Omega Sport - Court 3","Omega Sport Center"
"Omega Sport - Court 05","Omega Sport Center"
